DATE,FEDFUNDS,Inflation Rate
2009-01-01,0.15,-0.11358601902212988
2009-02-01,0.22,0.008463140671503515
2009-03-01,0.18,-0.44647876766238287
2009-04-01,0.15,-0.5763244243767021
2009-05-01,0.18,-1.015761495855176
2009-06-01,0.21,-1.229174618210915
2009-07-01,0.16,-1.9587610037622785
2009-08-01,0.16,-1.483835566326766
2009-09-01,0.15,-1.37794286288647
2009-10-01,0.12,-0.22396829420033565
2009-11-01,0.12,1.9145871744709282
2009-12-01,0.12,2.8141231232083617
2010-01-01,0.11,2.621111388976708
2010-02-01,0.13,2.1513363578665254
2010-03-01,0.16,2.2861714393279864
2010-04-01,0.2,2.206770752530447
2010-05-01,0.2,2.0035489292185784
2010-06-01,0.18,1.1215605940686346
2010-07-01,0.18,1.3407784804820986
2010-08-01,0.19,1.1501775395112481
2010-09-01,0.19,1.1183122472331806
2010-10-01,0.19,1.166695148931458
2010-11-01,0.19,1.0845447766003455
2010-12-01,0.18,1.4377930222179278
2011-01-01,0.17,1.700783491502985
2011-02-01,0.16,2.1248981733331447
2011-03-01,0.14,2.619241510354117
2011-04-01,0.1,3.07723444478687
2011-05-01,0.09,3.458971880896507
2011-06-01,0.09,3.5023181506360523
2011-07-01,0.07,3.579880976999619
2011-08-01,0.1,3.754996030708091
2011-09-01,0.08,3.8126216928186936
2011-10-01,0.07,3.522268130664051
2011-11-01,0.08,3.451432214581724
2011-12-01,0.07,3.062066838419393
2012-01-01,0.08,3.008766337985506
2012-02-01,0.1,2.89817844234739
2012-03-01,0.13,2.5828752813321
2012-04-01,0.14,2.273163374134856
2012-05-01,0.16,1.7379429374660738
2012-06-01,0.16,1.6538704482976385
2012-07-01,0.16,1.4175114798464887
2012-08-01,0.13,1.6859349154821242
2012-09-01,0.14,1.9497168982819624
2012-10-01,0.16,2.155678059536937
2012-11-01,0.16,1.7960197033926213
2012-12-01,0.16,1.7595049796895517
2013-01-01,0.14,1.6840617620982914
2013-02-01,0.15,2.018140490257481
2013-03-01,0.14,1.518747241124626
2013-04-01,0.15,1.1388080475768632
2013-05-01,0.11,1.3903888279197103
2013-06-01,0.09,1.7157935271568816
2013-07-01,0.09,1.8854718054158108
2013-08-01,0.08,1.5388094886002759
2013-09-01,0.08,1.0947341081748048
2013-10-01,0.09,0.8767991434911396
2013-11-01,0.08,1.2328701961954427
2013-12-01,0.09,1.5128383667573404
2014-01-01,0.07,1.5577587955749157
2014-02-01,0.07,1.1204746347724857
2014-03-01,0.08,1.6126949139408049
2014-04-01,0.09,2.0151253036061694
2014-05-01,0.09,2.166947687079819
2014-06-01,0.1,2.058981694594421
2014-07-01,0.09,1.9742378703306074
2014-08-01,0.09,1.7150983482969036
